fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity volatile acidity,fixed acidity citric acid,fixed acidity residual sugar,fixed acidity chlorides,fixed acidity free sulfur dioxide,fixed acidity total sulfur dioxide,fixed acidity density,fixed acidity pH,quality
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,3.42,0.0,7.9799999999999995,0.35910000000000003,62.7,102.60000000000001,5.653887,19.665000000000003,6
7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,12.008,0.0,15.959999999999999,1.0412000000000001,38.0,68.39999999999999,7.560175999999999,26.599999999999998,3
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,3.354,0.0,11.18,0.41600000000000004,78.0,145.6,5.171088,19.656,6
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,5.7620000000000005,0.4690000000000001,13.4,0.67,134.0,381.90000000000003,6.673066,24.12,6
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,3.367,2.912,19.11,0.5824,36.4,136.5,9.061416,30.029999999999998,6
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,2.24,3.52,14.4,0.648,224.0,544.0,7.96008,26.88,5
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,6.004,1.5959999999999999,17.479999999999997,0.6611999999999999,159.6,516.8,7.5658,23.712,5
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,4.575,1.9500000000000002,14.25,0.5475,180.0,660.0,7.4709,24.75,5
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,6.692999999999999,3.1039999999999996,24.25,0.8535999999999999,213.39999999999998,882.6999999999999,9.67963,31.912999999999997,5
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4.6240000000000006,0.612,26.52,0.46240000000000003,102.0,197.2,6.767632,23.188,4
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,6.692999999999999,3.1039999999999996,24.25,0.8535999999999999,213.39999999999998,882.6999999999999,9.67963,31.912999999999997,5
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,4.34,0.7000000000000001,9.799999999999999,0.49699999999999994,189.0,441.0,6.9719999999999995,22.959999999999997,5
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,4.575,1.9500000000000002,14.25,0.5475,180.0,660.0,7.4709,24.75,5
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,3.315,0.975,19.5,0.41600000000000004,78.0,175.5,6.45385,21.645,6
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,9.44,1.68,15.2,0.664,112.0,328.0,7.96256,26.72,5
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,2.52,1.47,16.099999999999998,0.602,140.0,455.0,6.96906,23.8,6
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,2.52,1.47,16.8,0.602,168.0,483.0,6.96892,23.8,6
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,4.725,2.0250000000000004,15.0,0.6225,127.5,682.5,7.4712000000000005,24.45,6
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,3.996,0.0,6.48,0.2214,86.4,248.4,5.359932000000001,21.654,6
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,4.356,4.554,21.78,0.9009,99.0,405.90000000000003,9.864162,31.482000000000003,6
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,4.725,2.0250000000000004,15.0,0.6225,127.5,682.5,7.4712000000000005,24.45,6
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,6.9159999999999995,6.188000000000001,15.469999999999999,3.7674,163.79999999999998,582.4,9.068332,26.389999999999997,6
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,6.402,3.298,25.22,0.9117999999999999,116.39999999999999,853.5999999999999,9.680212,31.621999999999996,5
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,3.7,0.0,6.0,0.20500000000000002,80.0,230.0,4.9629,20.049999999999997,6
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,3.0940000000000003,3.8219999999999996,16.38,0.5278,81.89999999999999,163.79999999999998,9.044672,28.938,5
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,3.276,3.549,16.38,0.5459999999999999,191.1,500.5,9.054045,28.938,7
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3.0820000000000003,1.6079999999999999,11.39,0.5159,120.60000000000001,227.8,6.66516,22.713,6
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3.0820000000000003,1.6079999999999999,11.39,0.5159,120.60000000000001,227.8,6.66516,22.713,6
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3.0820000000000003,1.6079999999999999,11.39,0.5159,120.60000000000001,227.8,6.66516,22.713,6
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3.0820000000000003,1.6079999999999999,11.39,0.5159,120.60000000000001,227.8,6.66516,22.713,6
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,3.38,0.715,11.700000000000001,0.4745,84.5,247.0,6.470750000000001,21.71,5
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,4.44,1.9240000000000002,15.540000000000001,0.6142000000000001,125.80000000000001,673.4,7.371584,24.346,6
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,4.44,1.9240000000000002,15.540000000000001,0.6142000000000001,125.80000000000001,673.4,7.371584,24.346,6
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,6.786,2.028,29.639999999999997,0.8346,241.79999999999998,522.6,7.774104,25.427999999999997,5
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,3.2760000000000002,0.8400000000000001,14.28,0.63,50.400000000000006,210.0,8.364804,25.956,6
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,7.0525,2.002,20.02,0.7189,109.19999999999999,436.79999999999995,9.07816,28.938,5
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,6.012,0.0,14.4,1.1952,28.8,79.2,7.1717759999999995,24.408,5
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,3.8279999999999994,0.132,15.839999999999998,0.4554,125.39999999999999,264.0,6.5595419999999995,22.308,6
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,3.0,0.0,8.399999999999999,0.342,90.0,156.0,5.96688,20.16,5
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,3.0,0.0,8.399999999999999,0.342,90.0,156.0,5.96688,20.16,5
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,3.0,0.0,8.399999999999999,0.342,90.0,156.0,5.96688,20.16,5
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,3.825,0.15,12.75,0.63,97.5,232.5,7.46535,25.2,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,3.825,0.15,12.75,0.63,97.5,232.5,7.46535,25.2,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,3.825,0.15,12.75,0.63,97.5,232.5,7.46535,25.2,6
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,4.104,0.152,12.92,0.646,129.2,235.6,7.568764,25.612,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,3.825,0.15,12.75,0.63,97.5,232.5,7.46535,25.2,6
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,4.83,5.52,29.900000000000002,0.8855,92.0,230.0,11.48298,35.535,5
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,3.6079999999999997,1.9679999999999997,18.859999999999996,0.5166,82.0,229.59999999999997,8.168266,26.65,6
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,3.5989999999999998,0.061,12.81,0.3416,30.5,79.3,6.067792,21.471999999999998,5
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,4.716,0.216,12.96,0.5616,50.4,86.4,7.170264,24.048,5
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,4.716,0.216,12.96,0.5616,50.4,86.4,7.170264,24.048,5
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,3.933,0.0,19.32,0.5589000000000001,144.9,282.90000000000003,6.866742,23.529000000000003,5
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,5.3999999999999995,2.61,18.0,0.621,288.0,657.0,8.96886,30.06,5
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,4.464,0.07200000000000001,16.56,0.468,57.6,331.2,7.151904,23.904,6
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,4.902,0.22799999999999998,14.44,0.6536,106.39999999999999,433.2,7.57644,25.612,5
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,4.902,0.22799999999999998,14.44,0.6536,106.39999999999999,433.2,7.57644,25.612,5
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,4.176,0.216,16.56,0.5544,50.4,201.6,7.168896,24.12,5
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,1.952,1.525,10.98,0.5246,30.5,195.2,6.067303999999999,20.496,5
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,2.074,1.525,10.98,0.5124,24.4,170.79999999999998,6.067303999999999,20.496,5
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,3.139,1.752,18.25,0.5694,197.1,489.09999999999997,7.274304,26.28,6
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,4.736000000000001,1.2580000000000002,39.96000000000001,1.2432,384.8,725.2,7.380464000000001,24.272,5
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,5.51,4.64,16.24,1.0555999999999999,69.6,324.8,11.565664,35.611999999999995,6
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,4.968,2.852,21.159999999999997,1.0304,101.19999999999999,349.59999999999997,9.172308,29.808,5
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,7.055000000000001,1.1620000000000001,20.75,0.7719,107.9,448.20000000000005,8.277092000000001,27.888,5
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,5.51,4.64,16.24,1.0555999999999999,69.6,324.8,11.565664,35.611999999999995,6
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,6.64,2.16,16.0,0.64,88.0,504.0,7.97216,26.32,4
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,4.356,0.14400000000000002,13.68,0.6912,72.0,223.20000000000002,7.164,24.912,6
7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,3.9,0.702,17.16,0.897,78.0,327.59999999999997,7.77738,24.804000000000002,5
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5.402,0.584,12.41,0.6862,73.0,328.5,7.269048,23.652,5
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,3.7260000000000004,2.07,15.180000000000001,0.6072,62.1,724.5,6.881025,22.425,6
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6.16,2.56,16.8,0.632,128.0,592.0,7.97248,26.16,6
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4.026,0.0,10.56,0.4554,26.4,52.8,6.560135999999999,21.977999999999998,4
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,6.786,4.436999999999999,14.79,3.6104999999999996,104.39999999999999,574.1999999999999,8.667200999999999,26.099999999999998,5
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,4.35,4.2,23.25,1.1475,37.5,105.0,7.4607,24.075,6
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,6.786,4.436999999999999,14.79,3.6104999999999996,104.39999999999999,574.1999999999999,8.667200999999999,26.099999999999998,5
7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,5.775,2.079,29.259999999999998,0.847,261.8,685.3000000000001,7.674128,24.948000000000004,5
6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,5.542,0.0,8.16,1.8156,108.8,197.2,6.764028,22.575999999999997,3
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,4.032000000000001,1.872,14.4,0.5976,93.60000000000001,720.0,7.170192,23.471999999999998,5
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,7.257,1.64,11.479999999999999,0.7051999999999998,57.39999999999999,254.2,8.155719999999999,25.501999999999995,5
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,2.548,1.352,11.959999999999999,0.46799999999999997,119.60000000000001,384.8,5.17556,19.292,6
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,3.24,1.08,14.4,0.5616,72.0,201.6,7.171848000000001,23.688000000000002,6
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,4.2749999999999995,0.15,19.5,0.5775,82.5,262.5,7.466774999999999,25.2,6
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,4.2749999999999995,0.15,19.5,0.5775,82.5,262.5,7.466774999999999,25.2,6
6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,5.643999999999999,0.612,12.24,0.5032,27.2,170.0,6.768312,22.983999999999998,5
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,4.8,1.76,16.8,0.64,200.0,840.0,7.96904,26.4,5
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,4.8,1.76,16.8,0.64,200.0,840.0,7.96904,26.4,5
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5.3605,1.065,12.78,0.7596999999999999,142.0,596.4,7.071103,22.648999999999997,5
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,6.48,2.0,27.2,0.608,272.0,680.0,7.97344,25.52,5
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,4.736000000000001,0.5180000000000001,13.32,0.7400000000000001,59.2,170.20000000000002,7.3711400000000005,24.419999999999998,5
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,4.736000000000001,0.5180000000000001,13.32,0.7400000000000001,59.2,170.20000000000002,7.3711400000000005,24.419999999999998,5
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,4.224,2.046,40.26,0.5478,46.199999999999996,323.4,6.581388,22.11,5
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,3.2159999999999997,0.134,14.740000000000002,0.536,241.20000000000002,743.7,6.668108,20.77,5
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,2.94,0.0,13.799999999999999,0.40800000000000003,90.0,198.0,5.957520000000001,21.48,6
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5.12,1.76,19.2,0.752,40.0,264.0,7.96896,26.96,5
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,4.402,0.426,9.23,0.497,35.5,85.19999999999999,7.05882,22.506999999999998,5
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,4.16,2.0,16.0,0.624,152.0,472.0,7.96896,26.4,5
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,3.6479999999999997,0.8960000000000001,24.96,0.44800000000000006,172.8,467.20000000000005,6.3788160000000005,21.248,5
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,5.891,0.86,13.76,0.7911999999999999,25.799999999999997,103.19999999999999,8.578069999999999,28.465999999999998,6
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,5.8725,0.87,13.92,0.7829999999999999,34.8,95.69999999999999,8.677814999999999,28.796999999999997,5
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,4.3069999999999995,1.898,14.6,0.584,124.1,759.1999999999999,7.269632,23.944,5
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,4.2,0.84,15.400000000000002,0.5810000000000001,91.0,196.0,6.9762,24.64,7
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,4.824000000000001,0.0,15.840000000000002,0.48960000000000004,72.0,172.8,7.1683200000000005,24.624,6
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5.451,1.659,16.59,0.632,260.7,1113.9,7.86998,25.675,5
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5.451,1.659,16.59,0.632,260.7,1113.9,7.86998,25.675,5
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,2.28,3.1919999999999997,15.2,0.39519999999999994,45.599999999999994,182.39999999999998,7.571879999999999,26.144,6
7.2,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,1.1,10.0,2.3760000000000003,2.3760000000000003,12.24,0.4392,21.6,93.60000000000001,7.1712,23.256,8
8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,4.0,3.12,20.8,0.656,96.0,368.0,7.988,27.44,6
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9,11.3,2.156,2.31,15.4,0.4774,138.6,261.8,7.66304,25.256,7
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,1.9679999999999997,2.788,41.81999999999999,0.5084,65.6,180.39999999999998,8.178679999999998,26.404,6
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,3.06,0.0,12.600000000000001,0.384,240.0,324.0,5.97,21.240000000000002,6
8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,2.3489999999999998,2.916,17.82,0.3888,283.5,429.29999999999995,8.0595,26.487,7
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,3.06,0.0,12.600000000000001,0.384,240.0,324.0,5.97,21.240000000000002,6
6.6,0.96,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,6.335999999999999,0.0,11.879999999999999,0.5412,33.0,105.6,6.55776,23.099999999999998,6
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,3.008,2.5600000000000005,15.36,0.45439999999999997,51.2,121.60000000000001,6.37632,22.784000000000002,6
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,1.9679999999999997,2.788,41.81999999999999,0.5084,65.6,180.39999999999998,8.178679999999998,26.404,6
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,5.643,2.475,19.8,1.0296,118.80000000000001,881.1,9.86337,30.096,5
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,3.2,5.8999999999999995,22.0,0.77,30.0,150.0,9.994,32.0,5
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,3.5959999999999996,0.0,9.920000000000002,0.403,49.6,111.60000000000001,6.178920000000001,22.072000000000003,5
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,3.2,5.8999999999999995,22.0,0.77,30.0,150.0,9.994,32.0,5
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,2.482,2.4090000000000003,18.25,0.4672,153.29999999999998,270.09999999999997,7.264959999999999,24.455,7
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,4.134,0.078,12.48,0.6006,23.4,148.2,7.761,24.648,5
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,4.928,1.617,16.94,0.5929,246.4,1024.1000000000001,7.66612,25.179000000000002,5
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,4.134,0.078,12.48,0.6006,23.4,148.2,7.761,24.648,5
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,3.0,1.3499999999999999,12.0,0.5925,180.0,435.0,7.473750000000001,25.049999999999997,5
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,3.7800000000000002,0.0,14.700000000000001,0.553,273.0,385.0,6.969200000000001,23.73,6
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,3.3920000000000003,0.576,24.96,0.7872,89.60000000000001,198.4,6.37952,22.400000000000002,4
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,2.1580000000000004,3.071,11.620000000000001,0.6308,66.4,190.9,8.27842,27.058,6
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,2.1580000000000004,3.071,11.620000000000001,0.6308,66.4,190.9,8.27842,27.058,6
7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71,12.1,1.7710000000000001,2.849,13.860000000000001,0.3542,177.1,462.0,7.67767,26.257,6
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,3.1159999999999997,2.508,19.0,0.5928,45.599999999999994,174.79999999999998,7.56732,25.08,5
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,4.992,0.0,14.819999999999999,0.5616,210.6,429.0,7.770359999999999,25.818,5
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,1.422,3.16,17.380000000000003,0.38710000000000006,300.2,529.3000000000001,7.8684,26.307000000000002,5
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,3.034,1.776,13.32,0.48840000000000006,133.20000000000002,347.8,7.36744,24.938000000000002,5
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,3.268,2.356,15.959999999999999,0.5244,98.8,562.4,7.56808,24.775999999999996,6
5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,11.7,2.596,0.0,9.440000000000001,0.24780000000000002,17.700000000000003,64.9,5.86696,20.532,6
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,2.44,0.976,10.98,0.4209,67.1,152.5,6.07255,20.862,7
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,5.508,3.7739999999999996,157.07999999999998,2.1828,561.0,968.9999999999999,10.237637999999999,32.436,6
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,5.508,3.7739999999999996,157.07999999999998,2.1828,561.0,968.9999999999999,10.237637999999999,32.436,6
10.0,0.38,0.38,1.6,0.169,27.0,90.0,0.99914,3.15,0.65,8.5,3.8,3.8,16.0,1.6900000000000002,270.0,900.0,9.9914,31.5,5
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,6.222,1.9719999999999998,32.64,0.47600000000000003,102.0,265.2,6.771236,24.003999999999998,5
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,4.13,0.0,11.9,0.364,21.0,56.0,6.9719999999999995,23.87,5
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.0666666666667,4.891,0.146,16.060000000000002,0.5256,226.29999999999998,671.6,7.268318,24.235999999999997,6
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,2.664,2.3040000000000003,14.4,0.4464,108.0,201.6,7.161840000000001,23.256,7
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,5.809,1.4060000000000001,38.480000000000004,0.6956,140.6,725.2,7.378762,23.384000000000004,6
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,4.347,0.138,13.11,0.5382,124.2,207.0,6.880128,23.46,5
6.9,0.58,0.2,1.75,0.058,8.0,22.0,0.99322,3.38,0.49,11.7,4.002,1.3800000000000001,12.075000000000001,0.40020000000000006,55.2,151.8,6.853218,23.322,5
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,4.891,0.146,16.060000000000002,0.5256,226.29999999999998,671.6,7.268318,24.235999999999997,6
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,5.809,1.4060000000000001,38.480000000000004,0.6956,140.6,725.2,7.378762,23.384000000000004,6
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,4.347,0.138,13.11,0.5382,124.2,207.0,6.880128,23.46,5
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,4.556,0.0,12.92,0.544,149.6,265.2,6.779667999999999,23.119999999999997,5
6.9,0.58,0.01,1.9,0.08,40.0,54.0,0.99683,3.4,0.73,9.7,4.002,0.069,13.11,0.552,276.0,372.6,6.878127,23.46,5
7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76,11.3,2.736,2.232,14.4,0.4032,108.0,208.8,7.161984,23.256,8
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,2.664,2.3040000000000003,14.4,0.4464,108.0,201.6,7.161840000000001,23.256,7
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,2.496,3.432,21.060000000000002,0.8111999999999999,62.4,132.6,7.779096,25.974,7
